,ID,Database,SMILES_chiral,Counts,MW,HBA,HBD,LOGP,TPSA,RB,Rel_Sol_2mM,ROMol,SMILES,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
13,Z2106603356,EnamineSolWat,OCc1ccn(CC(F)(F)F)n1,,180.051047504,3,1,0.9377,38.05,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc258c0>,OCc1ccn(CC(F)(F)F)n1,2.726,6,1,2,0.5,0.0833333333333333,0.1666666666666666,0.5,0.0,12,1,0,1,1,0,1,0,0
14,Z2106610419,EnamineSolWat,OCc1ccnn1CCF,,144.069891128,3,1,0.3449,38.05,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25930>,OCc1ccnn1CCF,3.012,6,1,2,0.6,0.1,0.2,0.5,0.0,10,1,0,1,1,0,1,0,0
15,Z2106609204,EnamineSolWat,O=C(O)Cc1ccn(C(F)F)n1,,176.039733872,3,1,0.9053,55.12,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc259a0>,O=C(O)Cc1ccn(C(F)F)n1,2.665,6,2,2,0.5,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,12,1,0,1,1,0,1,0,0
16,Z3900524904,EnamineSolWat,COc1ccc(C2C(CO)CCC(=O)N2C)cc1,,249.136493468,3,1,1.597,49.77,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25a10>,COc1ccc(C2C(CO)CCC(=O)N2C)cc1,2.946,14,3,1,0.7777777777777778,0.1666666666666666,0.0555555555555555,0.5,0.1428571428571428,18,2,1,1,1,1,1,0,0
17,Z2106603246,EnamineSolWat,Cc1nn(C(F)F)cc1N,,147.060803664,3,1,1.16882,43.84,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25a80>,Cc1nn(C(F)F)cc1N.Cl,3.235,5,0,3,0.5,0.0,0.3,0.4,0.0,10,1,0,1,1,0,1,0,0
18,Z2106596517,EnamineSolWat,CC(C(=O)O)n1nc(C(F)(F)F)c2c1CCC2,,248.077262252,3,1,2.0362,55.12,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25af0>,CC(C(=O)O)n1nc(C(F)(F)F)c2c1CCC2,3.139,10,2,2,0.5882352941176471,0.1176470588235294,0.1176470588235294,0.6,0.1,17,2,1,1,1,0,1,0,0
19,Z2106597100,EnamineSolWat,Cc1cc(C(=O)O)nn1CC(F)(F)F,,208.045962124,3,1,1.45202,55.12,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25bd0>,Cc1cc(C(=O)O)nn1CC(F)(F)F,2.471,7,2,2,0.5,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.0,14,1,0,1,1,0,1,0,0
20,Z2106597080,EnamineSolWat,O=C(O)C1CCCN1CC(F)F,,179.075785032,2,1,0.8005,40.54,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25c40>,O=C(O)C1CCCN1CC(F)F,2.847,7,2,1,0.5833333333333334,0.1666666666666666,0.0833333333333333,0.8571428571428571,0.1428571428571428,12,1,1,0,1,1,0,0,0
21,Z1458359453,EnamineSolWat,O=C(NCC(F)(F)F)C1CCNC1,,196.082347632,2,2,0.2743999999999998,41.13,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25d20>,Cl.O=C(NCC(F)(F)F)C1CCNC1,2.826,7,1,2,0.5384615384615384,0.0769230769230769,0.1538461538461538,0.8571428571428571,0.1428571428571428,13,1,1,0,1,1,0,0,0
22,Z3910411678,EnamineSolWat,CC1(C)CNCC(COc2ccccc2)O1,,221.141578848,3,1,1.8324,30.49,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25d90>,CC1(C)CNCC(COc2ccccc2)O1,2.833,13,2,1,0.8125,0.125,0.0625,0.5384615384615384,0.0769230769230769,16,2,1,1,1,1,1,0,0
23,Z1457922926,EnamineSolWat,NC1(C(=O)Nc2ccc(F)cc2)CC1,,194.085541192,2,2,1.2554999999999998,55.120000000000005,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25e00>,Cl.NC1(C(=O)Nc2ccc(F)cc2)CC1,1.89,10,1,2,0.7142857142857143,0.0714285714285714,0.1428571428571428,0.3,0.0,14,2,1,1,0,0,1,0,0
24,Z1891775852,EnamineSolWat,O=C1CC(CO)CN1Cc1ccccc1,,205.11027872,2,1,1.0274,40.54,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25e70>,O=C1CC(CO)CN1Cc1ccccc1,2.343,12,2,1,0.8,0.1333333333333333,0.0666666666666666,0.4166666666666667,0.0833333333333333,15,2,1,1,1,1,1,0,0
25,Z3231911156,EnamineSolWat,Cc1cnccc1OC1CCNCC1,,192.126263132,3,1,1.5208199999999998,34.15,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25ee0>,Cc1cnccc1OC1CCNCC1,2.36,11,1,2,0.7857142857142857,0.0714285714285714,0.1428571428571428,0.5454545454545454,0.0,14,2,1,1,2,1,1,0,0
26,Z1207150502,EnamineSolWat,Cc1[nH]c(C(F)(F)F)cc1C(=O)O,,193.035063092,1,2,2.04012,53.09,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25f50>,Cc1[nH]c(C(F)(F)F)cc1C(=O)O,2.719,7,2,1,0.5384615384615384,0.1538461538461538,0.0769230769230769,0.2857142857142857,0.0,13,1,0,1,1,0,1,0,0
27,Z3243594731,EnamineSolWat,N#CCc1coc2ccc(F)cc12,,175.043342032,2,0,2.6379800000000007,36.93,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc25fc0>,N#CCc1coc2ccc(F)cc12,2.403,10,1,1,0.7692307692307693,0.0769230769230769,0.0769230769230769,0.1,0.0,13,2,0,2,1,0,2,0,0
28,Z3228022042,EnamineSolWat,NC1CCN(c2ccccc2F)C1,,180.106276636,2,1,1.3630999999999998,29.26,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26030>,NC1CCN(c2ccccc2F)C1,2.298,10,0,2,0.7692307692307693,0.0,0.1538461538461538,0.4,0.1,13,2,1,1,1,1,1,0,0
29,Z416877182,EnamineSolWat,OCC1CCN(CC(F)(F)F)CC1,,197.102748728,2,1,1.253,23.47,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc260a0>,OCC1CCN(CC(F)(F)F)CC1,2.238,8,1,1,0.6153846153846154,0.0769230769230769,0.0769230769230769,1.0,0.0,13,1,1,0,1,1,0,0,0
30,Z3228022617,EnamineSolWat,N=c1cc[nH]n1-c1ccc(C(F)(F)F)cn1,,228.062280884,3,2,1.69867,57.46,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26110>,Nc1ccnn1-c1ccc(C(F)(F)F)cn1,3.065,9,0,4,0.5625,0.0,0.25,0.1111111111111111,0.0,16,2,0,2,2,0,2,0,0
31,Z2689031644,EnamineSolWat,O=C(O)c1nc(C(F)(F)F)n2c1CCCC2,,234.061612188,3,1,1.9364,55.12,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26180>,O=C(O)c1nc(C(F)(F)F)n2c1CCCC2,2.628,9,2,2,0.5625,0.125,0.125,0.5555555555555556,0.0,16,2,1,1,2,1,1,0,0
32,Z1428158219,EnamineSolWat,O=C1CCCC(C(F)(F)F)N1,,167.055798536,1,1,1.2174,29.1,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc261f0>,O=C1CCCC(C(F)(F)F)N1,3.207,6,1,1,0.5454545454545454,0.0909090909090909,0.0909090909090909,0.8333333333333334,0.1666666666666666,11,1,1,0,1,1,0,0,0
33,Z3900519198,EnamineSolWat,NCC(F)(F)c1[nH]nc2c1CCCC2,,201.107753856,2,2,1.3390000000000002,54.7,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc262d0>,NCC(F)(F)c1[nH]nc2c1CCCC2,3.334,9,0,3,0.6428571428571429,0.0,0.2142857142857142,0.6666666666666666,0.0,14,2,1,1,1,0,1,0,0
34,Z3900519200,EnamineSolWat,CC(C)c1cc(C(F)(F)CN)[nH]n1,,189.107753856,2,2,1.5836,54.7,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26340>,CC(C)c1cc(C(F)(F)CN)[nH]n1,3.333,8,0,3,0.6153846153846154,0.0,0.2307692307692307,0.625,0.0,13,1,0,1,1,0,1,0,0
35,Z1456604563,EnamineSolWat,NC1CCN(C(=O)c2ccccc2F)C1,,208.101191256,2,1,0.9988999999999996,46.33,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26420>,Cl.NC1CCN(C(=O)c2ccccc2F)C1,2.272,11,1,2,0.7333333333333333,0.0666666666666666,0.1333333333333333,0.3636363636363636,0.0909090909090909,15,2,1,1,1,1,1,0,0
36,Z1525651005,EnamineSolWat,Cc1nc(CO)c2ccccn12,,162.07931294,3,1,1.13502,37.53,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26490>,Cc1nc(CO)c2ccccn12,2.513,9,1,2,0.75,0.0833333333333333,0.1666666666666666,0.2222222222222222,0.0,12,2,0,2,2,0,2,0,0
37,Z1891776232,EnamineSolWat,NC1CCCN(c2cccnc2)C1=O,,191.105862036,3,1,0.5357000000000001,59.22,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26500>,NC1CCCN(c2cccnc2)C1=O,2.679,10,1,3,0.7142857142857143,0.0714285714285714,0.2142857142857142,0.4,0.1,14,2,1,1,2,1,1,0,0
38,Z1891775574,EnamineSolWat,COc1ccc(C2C(CO)CCN2C)cc1,,221.141578848,3,1,1.6803,32.7,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26570>,COc1ccc(C2C(CO)CCN2C)cc1,2.817,13,2,1,0.8125,0.125,0.0625,0.5384615384615384,0.1538461538461538,16,2,1,1,1,1,1,0,0
39,Z2050688117,EnamineSolWat,OCC1CNCCC1C(F)(F)F,,183.087098664,2,2,0.7666999999999999,32.26,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc265e0>,Cl.OCC1CNCCC1C(F)(F)F,3.738,7,1,1,0.5833333333333334,0.0833333333333333,0.0833333333333333,1.0,0.2857142857142857,12,1,1,0,1,1,0,0,0
40,Z3231950762,EnamineSolWat,NC1CCCN(Cc2ccccn2)C1=O,,205.1215121,3,1,0.5312999999999997,59.22,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26650>,NC1CCCN(Cc2ccccn2)C1=O,2.628,11,1,3,0.7333333333333333,0.0666666666666666,0.2,0.4545454545454545,0.0909090909090909,15,2,1,1,2,1,1,0,0
41,Z3227949911,EnamineSolWat,CCN1Cc2cccc(N)c2C1,,162.115698448,2,1,1.6043,29.26,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc266c0>,CCN1Cc2cccc(N)c2C1,2.188,10,0,2,0.8333333333333334,0.0,0.1666666666666666,0.4,0.0,12,2,1,1,1,1,1,0,0
42,Z3234950487,EnamineSolWat,O=C(O)c1nc(C2CC2)n2ccccc12,,202.07422756,3,1,1.9099,54.6,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26730>,O=C(O)c1nc(C2CC2)n2ccccc12,2.335,11,2,2,0.7333333333333333,0.1333333333333333,0.1333333333333333,0.2727272727272727,0.0,15,3,1,2,2,0,2,0,0
43,Z3900524702,EnamineSolWat,OCc1cnc(C(F)(F)F)o1,,167.019413028,3,1,1.1857,46.260000000000005,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc267a0>,OCc1cnc(C(F)(F)F)o1,3.014,5,2,1,0.4545454545454545,0.1818181818181818,0.0909090909090909,0.4,0.0,11,1,0,1,1,0,1,0,0
44,Z212045098,EnamineSolWat,N#CCc1ncc(C(F)(F)F)cc1Cl,,220.001510468,2,0,2.8198800000000004,36.68,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26810>,N#CCc1ncc(C(F)(F)F)cc1Cl,2.626,8,0,2,0.5714285714285714,0.0,0.1428571428571428,0.25,0.0,14,1,0,1,1,0,1,0,0
45,Z332385196,EnamineSolWat,N=c1[nH]nc(-c2cccc(C(F)(F)F)c2)s1,,245.023452852,3,2,2.636470000000001,52.53,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26880>,Nc1nnc(-c2cccc(C(F)(F)F)c2)s1,2.822,9,0,3,0.5625,0.0,0.1875,0.1111111111111111,0.0,16,2,0,2,1,0,2,0,0
46,Z2227468216,EnamineSolWat,Fc1cc(Cl)c2c(c1)CNCC2,,185.040755188,1,1,2.1248,12.03,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc269d0>,Cl.Fc1cc(Cl)c2c(c1)CNCC2,2.508,9,0,1,0.75,0.0,0.0833333333333333,0.3333333333333333,0.0,12,2,1,1,1,1,1,0,0
47,Z2231042088,EnamineSolWat,CC(N)c1csc(-c2ccccc2F)n1,,222.062697572,3,1,2.9689000000000005,38.91,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26a40>,CC(N)c1csc(-c2ccccc2F)n1.Cl,2.592,11,0,2,0.7333333333333333,0.0,0.1333333333333333,0.1818181818181818,0.0909090909090909,15,2,0,2,1,0,2,0,0
48,Z2446885684,EnamineSolWat,NCC1CCN(CC(F)(F)F)CC1,,196.11873314,2,1,1.2193999999999998,29.26,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26ab0>,NCC1CCN(CC(F)(F)F)CC1,2.296,8,0,2,0.6153846153846154,0.0,0.1538461538461538,1.0,0.0,13,1,1,0,1,1,0,0,0
49,Z1436474614,EnamineSolWat,O=C(Cc1cccc(F)c1)N1CCCC1C1CCNCC1,,290.179441576,2,1,2.3588000000000005,32.34,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26b20>,Cl.O=C(Cc1cccc(F)c1)N1CCCC1C1CCNCC1,2.653,17,1,2,0.8095238095238095,0.0476190476190476,0.0952380952380952,0.5882352941176471,0.0588235294117647,21,3,2,1,2,2,1,0,0
50,Z2289799672,EnamineSolWat,NCCOc1cncc(Cl)c1,,172.040340588,3,1,1.0724999999999998,48.14,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26b90>,NCCOc1cncc(Cl)c1,2.221,7,1,2,0.6363636363636364,0.0909090909090909,0.1818181818181818,0.2857142857142857,0.0,11,1,0,1,1,0,1,0,0
51,Z3215173557,EnamineSolWat,CCN1CC[C@H]2OCCN[C@H]2C1,,170.141913196,3,1,0.069,24.5,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26c70>,CCN1CC[C@H]2OCCN[C@H]2C1,3.504,9,1,2,0.75,0.0833333333333333,0.1666666666666666,1.0,0.2222222222222222,12,2,2,0,2,2,0,0,0
52,Z337709400,EnamineSolWat,NCC1OCCc2ccccc21,,163.099714036,2,1,1.2590999999999997,35.25,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26ce0>,NCC1OCCc2ccccc21,2.736,10,1,1,0.8333333333333334,0.0833333333333333,0.0833333333333333,0.4,0.1,12,2,1,1,1,1,1,0,0
53,Z3236266073,EnamineSolWat,Cc1c(C(=O)O)cnn1-c1ccc(C(F)(F)F)cc1,,270.061612188,3,1,2.8977200000000005,55.12,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26d50>,Cc1c(C(=O)O)cnn1-c1ccc(C(F)(F)F)cc1,2.006,12,2,2,0.631578947368421,0.1052631578947368,0.1052631578947368,0.1666666666666666,0.0,19,2,0,2,1,0,2,0,0
54,Z951401984,EnamineSolWat,CN1CCCN(Cc2ccc(CN)cc2)CC1,,233.189197736,3,1,1.2828,32.5,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26dc0>,CN1CCCN(Cc2ccc(CN)cc2)CC1,1.767,14,0,3,0.8235294117647058,0.0,0.1764705882352941,0.5714285714285714,0.0,17,2,1,1,1,1,1,0,0
55,Z1427532303,EnamineSolWat,COc1cccc(C(F)(F)F)n1,,177.040148472,2,0,2.109,22.12,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26e30>,COc1cccc(C(F)(F)F)n1,2.106,7,1,1,0.5833333333333334,0.0833333333333333,0.0833333333333333,0.2857142857142857,0.0,12,1,0,1,1,0,1,0,0
56,Z2235330185,EnamineSolWat,NCc1ccn(CC(F)(F)F)n1,,179.067031916,3,1,0.9041,43.84,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26ea0>,Cl.NCc1ccn(CC(F)(F)F)n1,2.757,6,0,3,0.5,0.0,0.25,0.5,0.0,12,1,0,1,1,0,1,0,0
57,Z3243450040,EnamineSolWat,Cc1ccc2c(c1F)CNCC2,,165.095377604,1,1,1.77982,12.03,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26f10>,Cc1ccc2c(c1F)CNCC2,2.533,10,0,1,0.8333333333333334,0.0,0.0833333333333333,0.4,0.0,12,2,1,1,1,1,1,0,0
58,Z2235678822,EnamineSolWat,FC(F)(F)c1ccnc(C2CCNC2)c1,,216.087433012,2,1,2.1773,24.92,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26f80>,Cl.Cl.FC(F)(F)c1ccnc(C2CCNC2)c1,3.009,10,0,2,0.6666666666666666,0.0,0.1333333333333333,0.5,0.1,15,2,1,1,2,1,1,0,0
59,Z2235399139,EnamineSolWat,NCc1ncc(C(F)(F)F)cn1,,177.051381852,3,1,0.9541000000000002,51.8,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc26ff0>,Cl.NCc1ncc(C(F)(F)F)cn1,2.535,6,0,3,0.5,0.0,0.25,0.3333333333333333,0.0,12,1,0,1,1,0,1,0,0
60,Z2235407639,EnamineSolWat,FC(F)c1[nH]nc2c1CNCC2,,173.076453728,2,2,0.993,40.71,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc27060>,Cl.FC(F)c1[nH]nc2c1CNCC2,3.52,7,0,3,0.5833333333333334,0.0,0.25,0.5714285714285714,0.0,12,2,1,1,2,1,1,0,0
61,Z2235328801,EnamineSolWat,O=C(O)Cc1nc(-c2ccccc2F)cs1,,237.025977716,3,1,2.5763000000000007,50.19,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc270d0>,O=C([O-])Cc1nc(-c2ccccc2F)cs1.[Na+],1.998,11,2,1,0.6875,0.125,0.0625,0.0909090909090909,0.0,16,2,0,2,1,0,2,0,0
62,Z1431321911,EnamineSolWat,FC(F)(F)c1ccc(Cc2nn[nH]n2)cc1,,228.062280884,3,1,1.8093,54.46,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc27140>,FC(F)(F)c1ccc(Cc2nn[nH]n2)cc1,2.21,9,0,4,0.5625,0.0,0.25,0.2222222222222222,0.0,16,2,0,2,1,0,2,0,0
63,Z2235329013,EnamineSolWat,FC(F)(F)c1ccc(C2CCNC2)nc1,,216.087433012,2,1,2.1773,24.92,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc271b0>,Cl.Cl.FC(F)(F)c1ccc(C2CCNC2)nc1,2.903,10,0,2,0.6666666666666666,0.0,0.1333333333333333,0.5,0.1,15,2,1,1,2,1,1,0,0
64,Z1245646672,EnamineSolWat,Oc1cc(-c2ccccc2F)c(O)[nH]1,,193.053906716,2,3,2.232,56.25,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc27290>,O=C1CC(c2ccccc2F)C(=O)N1,2.554,10,2,1,0.7142857142857143,0.1428571428571428,0.0714285714285714,0.0,0.0,14,2,0,2,1,0,2,0,0
65,Z2130830684,EnamineSolWat,Cc1c(N)cnn1CCF,,143.08587554,3,1,0.7432200000000002,43.84,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc27300>,Cc1c(N)cnn1CCF,2.912,6,0,3,0.6,0.0,0.3,0.5,0.0,10,1,0,1,1,0,1,0,0
66,Z3232221390,EnamineSolWat,CC1(C)CCCC(O)(C(F)(F)F)C1,,196.10749976,1,1,2.8800000000000017,20.23,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc27370>,CC1(C)CCCC(O)(C(F)(F)F)C1,3.446,9,1,0,0.6923076923076923,0.0769230769230769,0.0,1.0,0.1111111111111111,13,1,1,0,0,0,0,0,0
67,Z367452204,EnamineSolWat,O=C(O)CCc1ccc(F)c(F)c1,,186.049235936,1,1,1.982,37.3,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc273e0>,O=C(O)CCc1ccc(F)c(F)c1,1.647,9,2,0,0.6923076923076923,0.1538461538461538,0.0,0.2222222222222222,0.0,13,1,0,1,0,0,1,0,0
68,Z2158481117,EnamineSolWat,COc1cc(N(C)C)ccc1C(=O)O,,195.089543276,3,1,1.4594,49.77,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc27450>,COc1cc(N(C)C)ccc1C(=O)O,1.774,10,3,1,0.7142857142857143,0.2142857142857142,0.0714285714285714,0.3,0.0,14,1,0,1,0,0,1,0,0
69,Z2160887406,EnamineSolWat,COc1cc(F)c(F)cc1N,,159.049570284,2,1,1.5556,35.25,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc274c0>,COc1cc(F)c(F)cc1N,1.892,7,1,1,0.6363636363636364,0.0909090909090909,0.0909090909090909,0.1428571428571428,0.0,11,1,0,1,0,0,1,0,0
70,Z2158394920,EnamineSolWat,O=C1NC(c2ccc(F)cc2)C12CCC2,,205.090292224,1,1,2.1669,29.1,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc27530>,O=C1NC(c2ccc(F)cc2)C12CCC2,3.465,12,1,1,0.8,0.0666666666666666,0.0666666666666666,0.4166666666666667,0.0833333333333333,15,3,2,1,1,1,1,1,0
71,Z2130829327,EnamineSolWat,Cc1nn(CC(F)(F)F)cc1N,,179.067031916,3,1,1.33602,43.84,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc275a0>,Cc1nn(CC(F)(F)F)cc1N,2.865,6,0,3,0.5,0.0,0.25,0.5,0.0,12,1,0,1,1,0,1,0,0
72,Z3232142327,EnamineSolWat,O=C(O)c1ccn2cc(C(F)(F)F)nc2c1,,230.03031206,3,1,2.0513000000000003,54.6,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fc27610>,O=C(O)c1ccn2cc(C(F)(F)F)nc2c1,2.548,9,2,2,0.5625,0.125,0.125,0.1111111111111111,0.0,16,2,0,2,2,0,2,0,0
