,ID,Database,SMILES_chiral,Counts,MW,HBA,HBD,LOGP,TPSA,RB,ROMol,SMILES,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
11,BB01-0053,ChemDiv,CCCCn1c(=N)[nH]c2ccccc21,,189.12659748,2,2,2.24897,44.57,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f5c17e0>,CCCCn1c(N)nc2ccccc21,2.532,11,0,3,0.7857142857142857,0.0,0.2142857142857142,0.3636363636363636,0.0,14,2,0,2,1,0,2,0,0
12,BB01-0061,ChemDiv,CC(=O)c1ccccc1B(O)O,,164.064474548,3,2,-0.4309999999999999,57.53,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f5c1e70>,CC(=O)c1ccccc1B(O)O,2.416,8,3,0,0.6666666666666666,0.25,0.0,0.125,0.0,12,1,0,1,0,0,1,0,0
13,BB01-0063,ChemDiv,OB(O)c1cccc2c1oc1ccccc12,,212.064474548,3,2,1.2657999999999996,53.6,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f5c1f50>,OB(O)c1cccc2c1oc1ccccc12,2.438,12,3,0,0.75,0.1875,0.0,0.0,0.0,16,3,0,3,1,0,3,0,0
14,BB01-0066,ChemDiv,OB(O)c1ccc(Cl)cc1Cl,,189.97596516,2,2,0.6731999999999998,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f5c20a0>,OB(O)c1ccc(Cl)cc1Cl,2.55,6,2,0,0.5454545454545454,0.1818181818181818,0.0,0.0,0.0,11,1,0,1,0,0,1,0,0
15,BB01-0070,ChemDiv,NCc1cccc2ncccc12,,158.08439832,2,1,1.6935,38.91,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f5c23b0>,NCc1cccc2ncccc12,1.761,10,0,2,0.8333333333333334,0.0,0.1666666666666666,0.1,0.0,12,2,0,2,1,0,2,0,0
16,BB01-0074,ChemDiv,NCc1cccc2cnccc12,,158.08439832,2,1,1.6935,38.91,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f5c2490>,NCc1cccc2cnccc12,1.933,10,0,2,0.8333333333333334,0.0,0.1666666666666666,0.1,0.0,12,2,0,2,1,0,2,0,0
17,BB01-0083,ChemDiv,O=C(O)C1c2ccccc2C(=O)N2CCc3ccccc3C12,,293.10519334,2,1,2.6080000000000005,57.61,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f5c2d50>,O=C(O)C1c2ccccc2C(=O)N2CCc3ccccc3C12,2.87,18,3,1,0.8181818181818182,0.1363636363636363,0.0454545454545454,0.2222222222222222,0.1111111111111111,22,4,2,2,2,2,2,0,0
18,BB01-0122,ChemDiv,O=C(O)c1cccc2c1SCCC2=O,,208.019415116,3,1,2.0633,54.37,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f55d000>,O=C(O)c1cccc2c1SCCC2=O,2.456,10,3,0,0.7142857142857143,0.2142857142857142,0.0,0.2,0.0,14,2,1,1,1,1,1,0,0
19,BB01-0124,ChemDiv,O=c1[nH]nc2n1CCCCC2,,153.090211972,3,1,0.2977999999999992,50.68,0,<rdkit.Chem.rdchem.Mol object at 0x7a142f55d0e0>,Oc1nnc2n1CCCCC2,2.765,7,1,3,0.6363636363636364,0.0909090909090909,0.2727272727272727,0.7142857142857143,0.0,11,2,1,1,2,1,1,0,0
20,BB01-0186,ChemDiv,Fc1ccccc1-c1nnc(CCl)o1,,212.015268712,3,0,2.6145000000000005,38.92,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f55f920>,Fc1ccccc1-c1nnc(CCl)o1,2.136,9,1,2,0.6428571428571429,0.0714285714285714,0.1428571428571428,0.1111111111111111,0.0,14,2,0,2,1,0,2,0,0
21,BB01-0213,ChemDiv,COc1ccccc1-c1cc(=N)n(-c2ccccc2)[nH]1,,265.1215121,3,2,2.960470000000001,53.8,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f580c10>,COc1ccccc1-c1cc(N)n(-c2ccccc2)n1,2.382,16,1,3,0.8,0.05,0.15,0.0625,0.0,20,3,0,3,1,0,3,0,0
22,BB01-0217,ChemDiv,Clc1ncc(Br)cn1,,191.908987844,2,0,1.8925,25.78,0,<rdkit.Chem.rdchem.Mol object at 0x7a142f581070>,Clc1ncc(Br)cn1,2.437,4,0,2,0.5,0.0,0.25,0.0,0.0,8,1,0,1,1,0,1,0,0
23,BB01-0218,ChemDiv,Cc1nn(CC(C)C)c(C)c1Br,,230.04186058,2,0,2.9184400000000013,17.82,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f581150>,Cc1nn(CC(C)C)c(C)c1Br,2.212,9,0,2,0.75,0.0,0.1666666666666666,0.6666666666666666,0.0,12,1,0,1,1,0,1,0,0
24,BB01-0220,ChemDiv,Brc1cnn(Cc2ccccc2)c1,,235.994910388,2,0,2.6939,17.82,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f5813f0>,Brc1cnn(Cc2ccccc2)c1,1.747,10,0,2,0.7692307692307693,0.0,0.1538461538461538,0.1,0.0,13,2,0,2,1,0,2,0,0
25,BB01-0221,ChemDiv,C=CCn1nc(C)c(Br)c1C,,214.010560452,2,0,2.4484400000000006,17.82,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f581540>,C=CCn1nc(C)c(Br)c1C,2.527,8,0,2,0.7272727272727273,0.0,0.1818181818181818,0.375,0.0,11,1,0,1,1,0,1,0,0
26,BB01-0226,ChemDiv,Cc1nn(CCN(C)C)c(C)c1Br,,245.052759612,3,0,1.82404,21.06,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f5818c0>,Cc1nn(CCN(C)C)c(C)c1Br,2.278,9,0,3,0.6923076923076923,0.0,0.2307692307692307,0.6666666666666666,0.0,13,1,0,1,1,0,1,0,0
27,BB01-0247,ChemDiv,O=C(O)C1CCCN(C(=O)c2ccc(F)c(F)c2)C1,,269.08634971600003,2,1,1.9016,57.61,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f581a80>,O=C(O)C1CCCN(C(=O)c2ccc(F)c(F)c2)C1,2.285,13,3,1,0.6842105263157895,0.1578947368421052,0.0526315789473684,0.3846153846153846,0.0769230769230769,19,2,1,1,1,1,1,0,0
28,BB01-0259,ChemDiv,Cc1cc(C)cc(C(=O)N2CCCC(C(=O)O)C2)c1,,261.136493468,2,1,2.24024,57.61,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f5821f0>,Cc1cc(C)cc(C(=O)N2CCCC(C(=O)O)C2)c1,2.314,15,3,1,0.7894736842105263,0.1578947368421052,0.0526315789473684,0.4666666666666667,0.0666666666666666,19,2,1,1,1,1,1,0,0
29,BB01-0296,ChemDiv,Cc1nn(CC(=O)O)c2ccccc12,,190.07422756,3,1,1.42932,55.120000000000005,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f583990>,Cc1nn(CC(=O)O)c2ccccc12,1.908,10,2,2,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.2,0.0,14,2,0,2,1,0,2,0,0
30,BB01-0298,ChemDiv,Cc1cc(C)c2[nH]ncc2c1,,146.08439832,1,1,2.17974,28.68,0,<rdkit.Chem.rdchem.Mol object at 0x7a142f583b50>,Cc1cc(C)c2[nH]ncc2c1,2.263,9,0,2,0.8181818181818182,0.0,0.1818181818181818,0.2222222222222222,0.0,11,2,0,2,1,0,2,0,0
31,BB01-0299,ChemDiv,Cc1cccc2c[nH]nc12,,132.068748256,1,1,1.87132,28.68,0,<rdkit.Chem.rdchem.Mol object at 0x7a142f583ca0>,Cc1cccc2cn[nH]c12,2.629,8,0,2,0.8,0.0,0.2,0.125,0.0,10,2,0,2,1,0,2,0,0
32,BB01-0311,ChemDiv,CN(Cc1cccc(Cl)c1)C1CCNCC1,,238.123676288,2,1,2.5238000000000005,15.27,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f5b0740>,CN(Cc1cccc(Cl)c1)C1CCNCC1,2.072,13,0,2,0.8125,0.0,0.125,0.5384615384615384,0.0,16,2,1,1,1,1,1,0,0
33,BB01-0329,ChemDiv,CCCS(=O)(=O)N1CCC(=O)CC1,,205.07726434,3,0,0.3911,54.45,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f5b1850>,CCCS(=O)(=O)N1CCC(=O)CC1,2.337,8,3,1,0.6153846153846154,0.2307692307692307,0.0769230769230769,0.875,0.0,13,1,1,0,1,1,0,0,0
34,BB01-0330,ChemDiv,O=C1CCN(C(=O)c2cccs2)CC1,,209.051049592,3,0,1.5532,37.38,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f5b1930>,O=C1CCN(C(=O)c2cccs2)CC1,2.085,10,2,1,0.7142857142857143,0.1428571428571428,0.0714285714285714,0.4,0.0,14,2,1,1,2,1,1,0,0
35,BB01-0331,ChemDiv,O=C1CCN(C(=O)c2ccco2)CC1,,193.073893212,3,0,1.0847000000000002,50.52,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f5b1a80>,O=C1CCN(C(=O)c2ccco2)CC1,2.095,10,3,1,0.7142857142857143,0.2142857142857142,0.0714285714285714,0.4,0.0,14,2,1,1,2,1,1,0,0
36,BB01-0334,ChemDiv,O=C1Nc2cccnc2Sc2ccccc21,,228.035733876,3,1,2.7985000000000007,41.99,0,<rdkit.Chem.rdchem.Mol object at 0x7a142f5b1bd0>,O=C1Nc2cccnc2Sc2ccccc21,2.392,12,1,2,0.75,0.0625,0.125,0.0,0.0,16,3,1,2,2,1,2,0,0
37,BB01-0362,ChemDiv,O=Cc1cccn1-c1cccnc1,,172.063662876,3,0,1.6848,34.89,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f5b2f80>,O=Cc1cccn1-c1cccnc1,2.361,10,1,2,0.7692307692307693,0.0769230769230769,0.1538461538461538,0.0,0.0,13,2,0,2,2,0,2,0,0
38,BB01-0370,ChemDiv,COC(=O)c1cc2oc3ccccc3c2[nH]1,,215.058243148,3,1,2.7007000000000003,55.23,1,<rdkit.Chem.rdchem.Mol object at 0x7a142f5b3530>,COC(=O)c1cc2oc3ccccc3c2[nH]1,2.331,12,3,1,0.75,0.1875,0.0625,0.0833333333333333,0.0,16,3,0,3,2,0,3,0,0
39,BB01-0443,ChemDiv,CC(=O)N1CCC(NCc2ccc(F)cc2)CC1,,250.148141448,2,1,1.9262,32.34,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f5eb370>,CC(=O)N1CCC(NCc2ccc(F)cc2)CC1,1.787,14,1,2,0.7777777777777778,0.0555555555555555,0.1111111111111111,0.5,0.0,18,2,1,1,1,1,1,0,0
40,BB01-0445,ChemDiv,CN1CCC2(CC1)NC(=O)c1ccccc1O2,,232.121177752,3,1,1.2307,41.57000000000001,0,<rdkit.Chem.rdchem.Mol object at 0x7a142f5eb4c0>,CN1CCC2(CC1)NC(=O)c1ccccc1O2,3.004,13,2,2,0.7647058823529411,0.1176470588235294,0.1176470588235294,0.4615384615384615,0.0,17,3,2,1,2,2,1,1,0
41,BB01-0474,ChemDiv,O=c1[nH]ncn2c1cc1ccccc12,,185.058911844,3,1,1.1758,50.16,0,<rdkit.Chem.rdchem.Mol object at 0x7a142f418740>,O=c1[nH]ncn2c1cc1ccccc12,2.418,10,1,3,0.7142857142857143,0.0714285714285714,0.2142857142857142,0.0,0.0,14,3,0,3,2,0,3,0,0
42,BB01-0505,ChemDiv,Cc1cc(=O)[nH]c2c3ccccc3nn12,,199.074561908,3,1,1.4842199999999997,50.16,0,<rdkit.Chem.rdchem.Mol object at 0x7a142f41a180>,Cc1cc(=O)nc2c3ccccc3[nH]n12,2.587,11,1,3,0.7333333333333333,0.0666666666666666,0.2,0.0909090909090909,0.0,15,3,0,3,2,0,3,0,0
43,BB01-0636,ChemDiv,Cc1c2cn[nH]c(=O)c2c(C)n1Cc1ccccc1,,253.1215121,3,1,2.3897400000000006,50.68,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f45ce40>,Cc1c2cn[nH]c(=O)c2c(C)n1Cc1ccccc1,2.268,15,1,3,0.7894736842105263,0.0526315789473684,0.1578947368421052,0.2,0.0,19,3,0,3,2,0,3,0,0
44,BB01-0645,ChemDiv,Cc1ccc(Cn2c(C)c3cn[nH]c(=O)c3c2C)cc1,,267.137162164,3,1,2.698160000000001,50.68,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f45d460>,Cc1ccc(Cn2c(C)c3cn[nH]c(=O)c3c2C)cc1,2.319,16,1,3,0.8,0.05,0.15,0.25,0.0,20,3,0,3,2,0,3,0,0
45,BB01-0646,ChemDiv,Cc1c2cn[nH]c(=O)c2c(C)n1Cc1ccccc1F,,271.112090288,3,1,2.5288400000000006,50.68,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f45d540>,Cc1c2cn[nH]c(=O)c2c(C)n1Cc1ccccc1F,2.419,15,1,3,0.75,0.05,0.15,0.2,0.0,20,3,0,3,2,0,3,0,0
46,BB01-0647,ChemDiv,Cc1c2cn[nH]c(=O)c2c(C)n1Cc1ccc(F)cc1,,271.112090288,3,1,2.5288400000000006,50.68,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f45d620>,Cc1c2cn[nH]c(=O)c2c(C)n1Cc1ccc(F)cc1,2.343,15,1,3,0.75,0.05,0.15,0.2,0.0,20,3,0,3,2,0,3,0,0
47,BB01-0684,ChemDiv,CC1=C(C(=O)NCc2ccccc2)SCCO1,,249.08234972,3,1,2.2977000000000007,38.33,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f45f610>,CC1=C(C(=O)NCc2ccccc2)SCCO1,2.312,13,2,1,0.7647058823529411,0.1176470588235294,0.0588235294117647,0.3076923076923077,0.0,17,2,1,1,1,1,1,0,0
48,BB01-0731,ChemDiv,O=Cc1cn(CC(=O)O)c2ccccc12,,203.058243148,3,1,1.5384,59.3,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f4c1cb0>,O=Cc1cn(CC(=O)O)c2ccccc12,2.041,11,3,1,0.7333333333333333,0.2,0.0666666666666666,0.0909090909090909,0.0,15,2,0,2,1,0,2,0,0
49,BB01-0734,ChemDiv,CC(C(=O)O)n1cc(C=O)c2ccccc21,,217.073893212,3,1,2.0994,59.3,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f4c1f50>,CC(C(=O)O)n1cc(C=O)c2ccccc21,2.687,12,3,1,0.75,0.1875,0.0625,0.1666666666666666,0.0833333333333333,16,2,0,2,1,0,2,0,0
50,BB01-0746,ChemDiv,O=c1[nH]ncc2c3ccccc3n(Cc3ccccc3)c12,,275.105862036,3,1,2.926100000000001,50.68,2,<rdkit.Chem.rdchem.Mol object at 0x7a142f4c28f0>,O=c1[nH]ncc2c3ccccc3n(Cc3ccccc3)c12,2.038,17,1,3,0.8095238095238095,0.0476190476190476,0.1428571428571428,0.0588235294117647,0.0,21,4,0,4,2,0,4,0,0
51,BB01-0799,ChemDiv,O=C(O)CCC(=O)N1CCSc2ccccc21,,251.061614276,3,1,1.9901,57.61,3,<rdkit.Chem.rdchem.Mol object at 0x7a142f4e9a10>,O=C(O)CCC(=O)N1CCSc2ccccc21,2.155,12,3,1,0.7058823529411765,0.1764705882352941,0.0588235294117647,0.3333333333333333,0.0,17,2,1,1,1,1,1,0,0
52,BB01-0842,ChemDiv,Cc1n[nH]c(=O)c2cc3ccccc3n12,,199.074561908,3,1,1.48422,50.16,0,<rdkit.Chem.rdchem.Mol object at 0x7a142fa10120>,Cc1n[nH]c(=O)c2cc3ccccc3n12,2.368,11,1,3,0.7333333333333333,0.0666666666666666,0.2,0.0909090909090909,0.0,15,3,0,3,2,0,3,0,0
53,BB01-0916,ChemDiv,Cc1ccsc1C(=O)O,,142.008850432,2,1,1.75472,37.3,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13140>,Cc1ccsc1C(=O)O,2.131,6,2,0,0.6666666666666666,0.2222222222222222,0.0,0.1666666666666666,0.0,9,1,0,1,1,0,1,0,0
54,BB01-0917,ChemDiv,N#Cc1c[nH]c2ccccc12,,142.053098192,1,1,2.03958,39.58,0,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13220>,N#Cc1c[nH]c2ccccc12,2.056,9,0,2,0.8181818181818182,0.0,0.1818181818181818,0.0,0.0,11,2,0,2,1,0,2,0,0
55,BB01-0919,ChemDiv,OB(O)c1cccc(F)c1,,140.044488052,2,2,-0.4945000000000004,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13300>,OB(O)c1cccc(F)c1,2.41,6,2,0,0.6,0.2,0.0,0.0,0.0,10,1,0,1,0,0,1,0,0
56,BB01-0920,ChemDiv,COc1ccc(B(O)O)cc1,,152.064474548,3,2,-0.6250000000000002,49.69,2,<rdkit.Chem.rdchem.Mol object at 0x7a142fa133e0>,COc1ccc(B(O)O)cc1,2.14,7,3,0,0.6363636363636364,0.2727272727272727,0.0,0.1428571428571428,0.0,11,1,0,1,0,0,1,0,0
57,BB01-0921,ChemDiv,Cc1ccc(B(O)O)cc1,,136.06955992800002,2,2,-0.32518,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa134c0>,Cc1ccc(B(O)O)cc1,2.238,7,2,0,0.7,0.2,0.0,0.1428571428571428,0.0,10,1,0,1,0,0,1,0,0
58,BB01-0922,ChemDiv,COc1cccc(B(O)O)c1,,152.064474548,3,2,-0.6250000000000002,49.69,2,<rdkit.Chem.rdchem.Mol object at 0x7a142fa135a0>,COc1cccc(B(O)O)c1,2.212,7,3,0,0.6363636363636364,0.2727272727272727,0.0,0.1428571428571428,0.0,11,1,0,1,0,0,1,0,0
59,BB01-0927,ChemDiv,N#Cc1ccc(OC(F)(F)F)cc1,,187.024498408,2,0,2.456880000000001,33.02,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13990>,N#Cc1ccc(OC(F)(F)F)cc1,1.868,8,1,1,0.6153846153846154,0.0769230769230769,0.0769230769230769,0.125,0.0,13,1,0,1,0,0,1,0,0
60,BB01-0928,ChemDiv,OB(O)c1ccc(Cl)cc1,,156.014937512,2,2,0.0197999999999997,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13ae0>,OB(O)c1ccc(Cl)cc1,2.274,6,2,0,0.6,0.2,0.0,0.0,0.0,10,1,0,1,0,0,1,0,0
61,BB01-0929,ChemDiv,Cc1ccccc1B(O)O,,136.06955992800002,2,2,-0.32518,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13bc0>,Cc1ccccc1B(O)O,2.371,7,2,0,0.7,0.2,0.0,0.1428571428571428,0.0,10,1,0,1,0,0,1,0,0
62,BB01-0930,ChemDiv,Cc1cccc(B(O)O)c1,,136.06955992800002,2,2,-0.32518,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13ca0>,Cc1cccc(B(O)O)c1,2.337,7,2,0,0.7,0.2,0.0,0.1428571428571428,0.0,10,1,0,1,0,0,1,0,0
63,BB01-0932,ChemDiv,COc1ccc(F)cc1B(O)O,,170.055052736,3,2,-0.4859,49.69,2,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13e60>,COc1ccc(F)cc1B(O)O,2.334,7,3,0,0.5833333333333334,0.25,0.0,0.1428571428571428,0.0,12,1,0,1,0,0,1,0,0
64,BB01-0933,ChemDiv,OB(O)c1cc(F)cc(F)c1,,158.03506624,2,2,-0.3554000000000001,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa13ed0>,OB(O)c1cc(F)cc(F)c1,2.715,6,2,0,0.5454545454545454,0.1818181818181818,0.0,0.0,0.0,11,1,0,1,0,0,1,0,0
65,BB01-0934,ChemDiv,O=C(O)c1cc2cc(Cl)ccc2[nH]1,,195.008706112,1,2,2.5195,53.09,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08040>,O=C(O)c1cc2cc(Cl)ccc2[nH]1,1.962,9,2,1,0.6923076923076923,0.1538461538461538,0.0769230769230769,0.0,0.0,13,2,0,2,1,0,2,0,0
66,BB01-0935,ChemDiv,COC(=O)c1cccc2[nH]ccc12,,175.063328528,2,1,1.9545,42.09,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08120>,COC(=O)c1cccc2[nH]ccc12,1.832,10,2,1,0.7692307692307693,0.1538461538461538,0.0769230769230769,0.1,0.0,13,2,0,2,1,0,2,0,0
67,BB01-0936,ChemDiv,OB(O)c1ccccc1Cl,,156.014937512,2,2,0.0197999999999997,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08200>,OB(O)c1ccccc1Cl,2.422,6,2,0,0.6,0.2,0.0,0.0,0.0,10,1,0,1,0,0,1,0,0
68,BB01-0937,ChemDiv,OB(O)c1cccc(Cl)c1,,156.014937512,2,2,0.0197999999999997,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08270>,OB(O)c1cccc(Cl)c1,2.449,6,2,0,0.6,0.2,0.0,0.0,0.0,10,1,0,1,0,0,1,0,0
69,BB01-0938,ChemDiv,OB(O)c1cccc(C(F)(F)F)c1,,190.041294492,2,2,0.3851999999999997,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08350>,OB(O)c1cccc(C(F)(F)F)c1,2.415,7,2,0,0.5384615384615384,0.1538461538461538,0.0,0.1428571428571428,0.0,13,1,0,1,0,0,1,0,0
70,BB01-0939,ChemDiv,OB(O)c1ccc(F)cc1F,,158.03506624,2,2,-0.3554000000000001,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08430>,OB(O)c1ccc(F)cc1F,2.529,6,2,0,0.5454545454545454,0.1818181818181818,0.0,0.0,0.0,11,1,0,1,0,0,1,0,0
71,BB01-0940,ChemDiv,OB(O)c1ccc(F)c(F)c1,,158.03506624,2,2,-0.3554000000000001,40.46,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08510>,OB(O)c1ccc(F)c(F)c1,2.459,6,2,0,0.5454545454545454,0.1818181818181818,0.0,0.0,0.0,11,1,0,1,0,0,1,0,0
72,BB01-0941,ChemDiv,O=C(O)c1ccc2cc[nH]c2c1,,161.047678464,1,2,1.8661,53.09,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa085f0>,O=C(O)c1ccc2cc[nH]c2c1,1.928,9,2,1,0.75,0.1666666666666666,0.0833333333333333,0.0,0.0,12,2,0,2,1,0,2,0,0
73,BB01-0946,ChemDiv,OB(O)c1cccnc1,,123.049158832,3,2,-1.2386000000000006,53.35,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08890>,OB(O)c1cccnc1,2.697,5,2,1,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.0,9,1,0,1,1,0,1,0,0
74,BB01-0947,ChemDiv,OB(O)c1ccncc1,,123.049158832,3,2,-1.2386000000000006,53.35,1,<rdkit.Chem.rdchem.Mol object at 0x7a142fa08900>,OB(O)c1ccncc1,2.833,5,2,1,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.0,9,1,0,1,1,0,1,0,0
