,ID,Database,SMILES_chiral,Counts,MW,HBA,HBD,LOGP,TPSA,RB,ROMol,SMILES,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
10,F6541-0216,LifeChemicals,OC1CC2CCC(C1)N2Cc1ccoc1,,207.125928784,3,1,1.7673,36.61,2,<rdkit.Chem.rdchem.Mol object at 0x7a142da049e0>,OC1CC2CCC(C1)N2Cc1ccoc1,4.044,12,2,1,0.8,0.1333333333333333,0.0666666666666666,0.6666666666666666,0.1666666666666666,15,3,2,1,3,2,1,0,2
11,F1913-9865,LifeChemicals,CC(C)(C)c1nc(C(=O)O)c2n1CCCC2,,222.136827816,3,1,2.2151000000000005,55.12,1,<rdkit.Chem.rdchem.Mol object at 0x7a142da05000>,CC(C)(C)c1nc(C(=O)O)c2n1CCCC2,2.642,12,2,2,0.75,0.125,0.125,0.6666666666666666,0.0,16,2,1,1,2,1,1,0,0
12,F6815-0109,LifeChemicals,Cc1cccnc1CN1CCN(C(C)C)CC1,,233.189197736,3,0,1.91602,19.370000000000005,3,<rdkit.Chem.rdchem.Mol object at 0x7a142da060a0>,Cc1cccnc1CN1CCN(C(C)C)CC1,2.016,14,0,3,0.8235294117647058,0.0,0.1764705882352941,0.6428571428571429,0.0,17,2,1,1,2,1,1,0,0
13,F6540-9156,LifeChemicals,FC(F)(F)C1CCN(Cc2cnccn2)CC1,,245.113982108,3,0,2.2509,29.020000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a142da067a0>,FC(F)(F)C1CCN(Cc2cnccn2)CC1,2.367,11,0,3,0.6470588235294118,0.0,0.1764705882352941,0.6363636363636364,0.0,17,2,1,1,2,1,1,0,0
14,F6541-6045,LifeChemicals,C=C1CC2CCC(C1)N2Cc1cnoc1C,,218.141913196,3,0,2.6660200000000005,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a142da068f0>,C=C1CC2CCC(C1)N2Cc1cnoc1C,4.674,13,1,2,0.8125,0.0625,0.125,0.6153846153846154,0.1538461538461538,16,3,2,1,3,2,1,0,2
15,F6572-1407,LifeChemicals,Cc1ncnc(N2CC3CCC2C3)c1C,,203.142247544,3,0,2.08214,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a142da06960>,Cc1ncnc(N2CC3CCC2C3)c1C,4.085,12,0,3,0.8,0.0,0.2,0.6666666666666666,0.1666666666666666,15,3,2,1,2,1,1,0,2
16,F6733-1910,LifeChemicals,Fc1c(C2CC2)ncnc1N1CCC(F)(F)CC1,,257.113982108,3,0,2.728600000000001,29.020000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a142da07220>,Fc1c(C2CC2)ncnc1N1CCC(F)(F)CC1,2.906,12,0,3,0.6666666666666666,0.0,0.1666666666666666,0.6666666666666666,0.0,18,3,2,1,2,1,1,0,0
17,F6745-8181,LifeChemicals,Cc1cc(N2CCC(C(F)(F)F)CC2)ncn1,,245.113982108,3,0,2.563720000000001,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a142da07300>,Cc1cc(N2CCC(C(F)(F)F)CC2)ncn1,2.428,11,0,3,0.6470588235294118,0.0,0.1764705882352941,0.6363636363636364,0.0,17,2,1,1,2,1,1,0,0
18,F6540-6673,LifeChemicals,Cc1oncc1CN1CCC(=C2CC2)CC1,,218.141913196,3,0,2.669220000000001,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a142da07990>,Cc1oncc1CN1CCC(=C2CC2)CC1,2.972,13,1,2,0.8125,0.0625,0.125,0.6153846153846154,0.0,16,3,2,1,2,1,1,0,0
19,F6541-6046,LifeChemicals,C=C1CC2CCC(C1)N2Cc1cc(C)no1,,218.141913196,3,0,2.6660200000000014,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a142da07c30>,C=C1CC2CCC(C1)N2Cc1cc(C)no1,4.37,13,1,2,0.8125,0.0625,0.125,0.6153846153846154,0.1538461538461538,16,3,2,1,3,2,1,0,2
20,F1916-7846,LifeChemicals,Cc1cc(=NCC2(F)CCNCC2)[nH]c(C)n1,,238.159374828,3,2,1.0189399999999995,53.07,2,<rdkit.Chem.rdchem.Mol object at 0x7a1428880dd0>,Cc1cc(NCC2(F)CCNCC2)nc(C)n1.Cl.Cl,3.849,12,0,4,0.7058823529411765,0.0,0.2352941176470588,0.6666666666666666,0.0,17,2,1,1,2,1,1,0,0
21,F1912-9370,LifeChemicals,FC(F)(F)c1cc(=NC2CCCNC2)[nH]cn1,,246.109231076,3,2,1.0811999999999995,53.07,1,<rdkit.Chem.rdchem.Mol object at 0x7a1428881540>,FC(F)(F)c1cc(NC2CCCNC2)ncn1,4.049,10,0,4,0.5882352941176471,0.0,0.2352941176470588,0.6,0.1,17,2,1,1,2,1,1,0,0
22,F1913-4845,LifeChemicals,Cc1nc(C(O)C(F)(F)F)c2n1CCCC2,,234.097997696,3,1,2.12352,38.05,1,<rdkit.Chem.rdchem.Mol object at 0x7a14288819a0>,Cc1nc(C(O)C(F)(F)F)c2n1CCCC2,3.538,10,1,2,0.625,0.0625,0.125,0.7,0.1,16,2,1,1,2,1,1,0,0
23,F6844-3141,LifeChemicals,CC(C)N1CCN(Cc2ncccc2F)CC1,,237.16412586,3,0,1.7467,19.37,3,<rdkit.Chem.rdchem.Mol object at 0x7a1428881e00>,CC(C)N1CCN(Cc2ncccc2F)CC1,2.1,13,0,3,0.7647058823529411,0.0,0.1764705882352941,0.6153846153846154,0.0,17,2,1,1,2,1,1,0,0
24,F6543-5380,LifeChemicals,CCc1ncnc(N2CC(CF)C2)c1F,,213.107753856,3,0,1.5838,29.020000000000003,3,<rdkit.Chem.rdchem.Mol object at 0x7a1428882420>,CCc1ncnc(N2CC(CF)C2)c1F,3.029,10,0,3,0.6666666666666666,0.0,0.2,0.6,0.0,15,2,1,1,2,1,1,0,0
25,F6544-0118,LifeChemicals,COC1CCN(Cc2ccncc2)CC1,,206.141913196,3,0,1.6924,25.36,3,<rdkit.Chem.rdchem.Mol object at 0x7a1428882b90>,COC1CCN(Cc2ccncc2)CC1,1.919,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.0,15,2,1,1,2,1,1,0,0
26,F6540-9102,LifeChemicals,FC(F)(F)C1CCN(c2ncccn2)CC1,,231.098332044,3,0,2.2553,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a1428882c00>,FC(F)(F)C1CCN(c2ncccn2)CC1,2.287,10,0,3,0.625,0.0,0.1875,0.6,0.0,16,2,1,1,2,1,1,0,0
27,F6541-0771,LifeChemicals,Cc1cccc(CN2CCCC(O)C2)n1,,206.141913196,3,1,1.34672,36.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a1428882ce0>,Cc1cccc(CN2CCCC(O)C2)n1,2.493,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.0833333333333333,15,2,1,1,2,1,1,0,0
28,F6541-0776,LifeChemicals,OC1CCCN(Cc2ccc(Br)o2)C1,,259.020790788,3,1,1.9988,36.61,2,<rdkit.Chem.rdchem.Mol object at 0x7a1428882dc0>,OC1CCCN(Cc2ccc(Br)o2)C1,2.729,10,2,1,0.7142857142857143,0.1428571428571428,0.0714285714285714,0.6,0.1,14,2,1,1,2,1,1,0,0
29,F6438-6828,LifeChemicals,Cc1ccnc(N(C)C2CCCC2O)c1,,206.141913196,3,1,1.73962,36.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a14288834c0>,Cc1ccnc(N(C)C2CCCC2O)c1,3.243,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.1666666666666666,15,2,1,1,1,0,1,0,0
30,F6608-1751,LifeChemicals,Fc1cccnc1OC1CN2CCC1CC2,,222.11684132,3,0,1.6937000000000002,25.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a1428883990>,Fc1cccnc1OC1CN2CCC1CC2,3.7,12,1,2,0.75,0.0625,0.125,0.5833333333333334,0.0833333333333333,16,4,3,1,4,3,1,0,2
31,F6672-1486,LifeChemicals,C=C1CC2CCC(C1)N2Cc1cocn1,,204.126263132,3,0,2.3576000000000006,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a1428883bc0>,C=C1CC2CCC(C1)N2Cc1cocn1,4.794,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.1666666666666666,15,3,2,1,3,2,1,0,2
32,F6543-0175,LifeChemicals,Cc1ccnc(N2CCC(F)(F)CC2)n1,,213.107753856,3,0,2.0205200000000003,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a1427c480b0>,Cc1ccnc(N2CCC(F)(F)CC2)n1,2.521,10,0,3,0.6666666666666666,0.0,0.2,0.6,0.0,15,2,1,1,2,1,1,0,0
33,F6543-0178,LifeChemicals,Cc1nccnc1N1CCC(F)(F)CC1,,213.107753856,3,0,2.02052,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a1427c48190>,Cc1nccnc1N1CCC(F)(F)CC1,2.666,10,0,3,0.6666666666666666,0.0,0.2,0.6,0.0,15,2,1,1,2,1,1,0,0
34,F6572-0833,LifeChemicals,FC1(F)CCC(N=c2nccc[nH]2)CC1,,213.107753856,2,1,1.8883,41.04,1,<rdkit.Chem.rdchem.Mol object at 0x7a1427c485f0>,FC1(F)CCC(Nc2ncccn2)CC1,3.666,10,0,3,0.6666666666666666,0.0,0.2,0.6,0.0,15,2,1,1,1,0,1,0,0
35,F6608-1755,LifeChemicals,O=C1CCCN1C1CCC(Oc2ncccc2F)CC1,,278.143056068,3,0,2.533100000000001,42.43000000000001,3,<rdkit.Chem.rdchem.Mol object at 0x7a1427c48900>,O=C1CCCN1C1CCC(Oc2ncccc2F)CC1,2.435,15,2,2,0.75,0.1,0.1,0.6,0.0,20,3,2,1,2,1,1,0,0
36,F6540-9146,LifeChemicals,FC(F)(F)C1CCN(Cc2cocn2)CC1,,234.097997696,3,0,2.4489,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a1427c48e40>,FC(F)(F)C1CCN(Cc2cocn2)CC1,2.791,10,1,2,0.625,0.0625,0.125,0.7,0.0,16,2,1,1,2,1,1,0,0
37,F6541-0117,LifeChemicals,FC(F)(F)c1cc(=NC2CCOCC2)[nH]cn1,,247.093246664,3,1,1.5081999999999998,50.27,1,<rdkit.Chem.rdchem.Mol object at 0x7a1427c48f20>,FC(F)(F)c1cc(NC2CCOCC2)ncn1,3.486,10,1,3,0.5882352941176471,0.0588235294117647,0.1764705882352941,0.6,0.0,17,2,1,1,2,1,1,0,0
38,F6745-8176,LifeChemicals,Fc1cnc(N2CCC(C(F)(F)F)CC2)nc1,,249.088910232,3,0,2.3944,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a1427c491c0>,Fc1cnc(N2CCC(C(F)(F)F)CC2)nc1,2.474,10,0,3,0.5882352941176471,0.0,0.1764705882352941,0.6,0.0,17,2,1,1,2,1,1,0,0
39,F6540-0911,LifeChemicals,Cc1nc(CN2C3C=CCC2CC3)co1,,204.126263132,3,0,2.27592,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a1427c49380>,Cc1nc(CN2C3C=CCC2CC3)co1,4.639,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.1666666666666666,15,3,2,1,3,2,1,0,2
40,F6544-0039,LifeChemicals,COC1CCN(Cc2cccnc2)CC1,,206.141913196,3,0,1.6924,25.36,3,<rdkit.Chem.rdchem.Mol object at 0x7a1427c49f50>,COC1CCN(Cc2cccnc2)CC1,1.908,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.0,15,2,1,1,2,1,1,0,0
41,F6547-1188,LifeChemicals,Cc1cc(CNC2CCCC2F)no1,,198.11684132,3,1,1.96322,38.06,3,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4a810>,Cc1cc(CNC2CCCC2F)no1,3.346,10,1,2,0.7142857142857143,0.0714285714285714,0.1428571428571428,0.7,0.2,14,2,1,1,1,0,1,0,0
42,F6540-1052,LifeChemicals,C=C1CCCN(Cc2c(C)noc2C)C1,,206.141913196,3,0,2.4434400000000007,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4af80>,C=C1CCCN(Cc2c(C)noc2C)C1.Cl,2.654,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.0,15,2,1,1,2,1,1,0,0
43,F6844-5647,LifeChemicals,CCN1CCN(Cc2ncc(F)cc2F)CC1,,241.139053984,3,0,1.4972999999999996,19.37,3,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4b060>,CCN1CCN(Cc2ncc(F)cc2F)CC1,2.19,12,0,3,0.7058823529411765,0.0,0.1764705882352941,0.5833333333333334,0.0,17,2,1,1,2,1,1,0,0
44,F6844-3089,LifeChemicals,CC1CN(Cc2ncc(F)cc2F)CC(C)O1,,242.123069572,3,0,1.969,25.360000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4b1b0>,CC1CN(Cc2ncc(F)cc2F)CC(C)O1,3.165,12,1,2,0.7058823529411765,0.0588235294117647,0.1176470588235294,0.5833333333333334,0.1666666666666666,17,2,1,1,2,1,1,0,0
45,F6815-0111,LifeChemicals,Cc1cccnc1CN1CCC(O)CC1,,206.141913196,3,1,1.34672,36.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4b450>,Cc1cccnc1CN1CCC(O)CC1,2.048,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.0,15,2,1,1,2,1,1,0,0
46,F6844-3044,LifeChemicals,CN1CCN(Cc2cccnc2C(F)(F)F)CC1,,259.129632172,3,0,1.8478,19.37,2,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4b530>,CN1CCN(Cc2cccnc2C(F)(F)F)CC1,2.283,12,0,3,0.6666666666666666,0.0,0.1666666666666666,0.5833333333333334,0.0,18,2,1,1,2,1,1,0,0
47,F1900-9923,LifeChemicals,Cc1cnccc1OCC1CCNCC1,,206.141913196,3,1,1.76842,34.15,3,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4b680>,Cc1cnccc1OCC1CCNCC1.Cl.Cl,2.293,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.0,15,2,1,1,2,1,1,0,0
48,F6545-2044,LifeChemicals,Cc1cc(CN2CCC(C(F)F)CC2)on1,,230.123069572,3,0,2.4601200000000008,29.270000000000003,3,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4ba70>,Cc1cc(CN2CCC(C(F)F)CC2)on1.Cl,2.57,11,1,2,0.6875,0.0625,0.125,0.7272727272727273,0.0,16,2,1,1,2,1,1,0,0
49,F6808-8412,LifeChemicals,Cc1cc(Br)cnc1N1CCCC(CO)C1,,284.052425264,3,1,2.3612199999999994,36.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4bae0>,Cc1cc(Br)cnc1N1CCCC(CO)C1,2.722,12,1,2,0.75,0.0625,0.125,0.5833333333333334,0.0833333333333333,16,2,1,1,2,1,1,0,0
50,F6844-3104,LifeChemicals,Fc1cnc(CN2CCN(C3CCC3)CC2)c(F)c1,,267.154704048,3,0,2.0299,19.370000000000005,3,<rdkit.Chem.rdchem.Mol object at 0x7a1427c4bca0>,Fc1cnc(CN2CCN(C3CCC3)CC2)c(F)c1,2.291,14,0,3,0.7368421052631579,0.0,0.1578947368421052,0.6428571428571429,0.0,19,3,2,1,2,1,1,0,0
51,F6540-9143,LifeChemicals,Cc1cc(CN2CCC(C(F)(F)F)CC2)on1,,248.11364776,3,0,2.757320000000001,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276dc120>,Cc1cc(CN2CCC(C(F)(F)F)CC2)on1,2.414,11,1,2,0.6470588235294118,0.0588235294117647,0.1176470588235294,0.7272727272727273,0.0,17,2,1,1,2,1,1,0,0
52,F6543-1945,LifeChemicals,FC(F)(F)c1cccc(N2CC3CC2CO3)n1,,244.082347632,3,0,2.077899999999999,25.36,1,<rdkit.Chem.rdchem.Mol object at 0x7a14276dc270>,FC(F)(F)c1cccc(N2CC3CC2CO3)n1,4.163,11,1,2,0.6470588235294118,0.0588235294117647,0.1176470588235294,0.5454545454545454,0.1818181818181818,17,3,2,1,3,2,1,0,2
53,F6672-2387,LifeChemicals,c1cnc(N2C3CCC2CC(=C2CC2)C3)nc1,,227.142247544,3,0,2.698200000000001,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a14276dc9e0>,c1cnc(N2C3CCC2CC(=C2CC2)C3)nc1,4.274,14,0,3,0.8235294117647058,0.0,0.1764705882352941,0.5714285714285714,0.1428571428571428,17,4,3,1,3,2,1,0,2
54,F6513-2459,LifeChemicals,Cc1oncc1CN1CCC(C(F)(F)F)CC1,,248.11364776,3,0,2.7573200000000018,29.270000000000003,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276dcd60>,Cc1oncc1CN1CCC(C(F)(F)F)CC1,2.705,11,1,2,0.6470588235294118,0.0588235294117647,0.1176470588235294,0.7272727272727273,0.0,17,2,1,1,2,1,1,0,0
55,F6541-0585,LifeChemicals,Cc1ccc(CN2CCC(O)CC2)o1,,195.125928784,3,1,1.54472,36.61,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276dcdd0>,Cc1ccc(CN2CCC(O)CC2)o1,2.072,11,2,1,0.7857142857142857,0.1428571428571428,0.0714285714285714,0.6363636363636364,0.0,14,2,1,1,2,1,1,0,0
56,F6546-1520,LifeChemicals,FC(F)c1cc(=NC2CCC2)[nH]cn1,,199.092103792,2,1,1.8004999999999998,41.04,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276dceb0>,FC(F)c1cc(NC2CCC2)ncn1,3.66,9,0,3,0.6428571428571429,0.0,0.2142857142857142,0.5555555555555556,0.0,14,2,1,1,1,0,1,0,0
57,F6547-1215,LifeChemicals,Cc1cc(CN(C)C2CCCC2F)no1,,212.132491384,3,0,2.3054200000000007,29.270000000000003,3,<rdkit.Chem.rdchem.Mol object at 0x7a14276dd070>,Cc1cc(CN(C)C2CCCC2F)no1,3.546,11,1,2,0.7333333333333333,0.0666666666666666,0.1333333333333333,0.7272727272727273,0.1818181818181818,15,2,1,1,1,0,1,0,0
58,F6608-0210,LifeChemicals,CC(C)n1c(C(F)(F)F)n[nH]c1=O,,195.061946536,3,1,1.1711,50.68,1,<rdkit.Chem.rdchem.Mol object at 0x7a14276dd700>,CC(C)n1c(C(F)(F)F)n[nH]c1=O,2.832,6,1,3,0.4615384615384615,0.0769230769230769,0.2307692307692307,0.6666666666666666,0.0,13,1,0,1,1,0,1,0,0
59,F6672-2376,LifeChemicals,c1cnc(N2C3CCC2CC(=C2CC2)C3)cn1,,227.142247544,3,0,2.698200000000001,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a14276dda10>,c1cnc(N2C3CCC2CC(=C2CC2)C3)cn1,4.393,14,0,3,0.8235294117647058,0.0,0.1764705882352941,0.5714285714285714,0.1428571428571428,17,4,3,1,3,2,1,0,2
60,F6541-4533,LifeChemicals,OCC1CCCN1c1cccc(C(F)(F)F)n1,,246.097997696,3,1,2.0615,36.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276ddd20>,OCC1CCCN1c1cccc(C(F)(F)F)n1,2.792,11,1,2,0.6470588235294118,0.0588235294117647,0.1176470588235294,0.5454545454545454,0.0909090909090909,17,2,1,1,2,1,1,0,0
61,F6608-1530,LifeChemicals,Cc1ccnc(OC2CCN(C)CC2)c1,,206.141913196,3,0,1.86302,25.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276de180>,Cc1ccnc(OC2CCN(C)CC2)c1,2.216,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.0,15,2,1,1,2,1,1,0,0
62,F6608-1761,LifeChemicals,Fc1cccnc1OCC1CCCOC1,,211.100856908,3,0,2.0261,31.35,3,<rdkit.Chem.rdchem.Mol object at 0x7a14276de260>,Fc1cccnc1OCC1CCCOC1,2.78,11,2,1,0.7333333333333333,0.1333333333333333,0.0666666666666666,0.5454545454545454,0.0909090909090909,15,2,1,1,2,1,1,0,0
63,F6608-1778,LifeChemicals,CN1CCC(Oc2ccc(F)cn2)CC1,,210.11684132,3,0,1.6937,25.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276de340>,CN1CCC(Oc2ccc(F)cn2)CC1,2.209,11,1,2,0.7333333333333333,0.0666666666666666,0.1333333333333333,0.5454545454545454,0.0,15,2,1,1,2,1,1,0,0
64,F6543-1944,LifeChemicals,FC(F)(F)c1ccc(N2CC3CC2CO3)nc1,,244.082347632,3,0,2.0779,25.36,1,<rdkit.Chem.rdchem.Mol object at 0x7a14276de730>,FC(F)(F)c1ccc(N2CC3CC2CO3)nc1,4.074,11,1,2,0.6470588235294118,0.0588235294117647,0.1176470588235294,0.5454545454545454,0.1818181818181818,17,3,2,1,3,2,1,0,2
65,F6546-1731,LifeChemicals,O=c1ccc(C2CC2)nn1CC(F)(F)F,,218.066697568,3,0,1.683,34.89,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276de9d0>,O=c1ccc(C2CC2)nn1CC(F)(F)F,2.621,9,1,2,0.6,0.0666666666666666,0.1333333333333333,0.5555555555555556,0.0,15,2,1,1,1,0,1,0,0
66,F6608-1504,LifeChemicals,Cc1ccc(OC2CCN(C)CC2)nc1,,206.141913196,3,0,1.86302,25.36,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276dee30>,Cc1ccc(OC2CCN(C)CC2)nc1,2.147,12,1,2,0.8,0.0666666666666666,0.1333333333333333,0.5833333333333334,0.0,15,2,1,1,2,1,1,0,0
67,F6543-0426,LifeChemicals,Cc1cncc(N2CCC(F)(F)C2)n1,,199.092103792,3,0,1.63042,29.020000000000003,1,<rdkit.Chem.rdchem.Mol object at 0x7a14276df300>,Cc1cncc(N2CCC(F)(F)C2)n1,2.86,9,0,3,0.6428571428571429,0.0,0.2142857142857142,0.5555555555555556,0.0,14,2,1,1,2,1,1,0,0
68,F6616-1270,LifeChemicals,c1cc(SCC2CCOCC2)ccn1,,209.0874351,3,0,2.6003000000000007,22.12,3,<rdkit.Chem.rdchem.Mol object at 0x7a14276df920>,Br.c1cc(SCC2CCOCC2)ccn1,2.361,11,1,1,0.7857142857142857,0.0714285714285714,0.0714285714285714,0.5454545454545454,0.0,14,2,1,1,2,1,1,0,0
69,F1913-3752,LifeChemicals,O=C1NC2(CCOC2)C(=O)N1CC(F)F,,220.06594862,3,1,-0.0376,58.64,2,<rdkit.Chem.rdchem.Mol object at 0x7a14276dfb50>,O=C1NC2(CCOC2)C(=O)N1CC(F)F,3.916,8,3,2,0.5333333333333333,0.2,0.1333333333333333,0.75,0.125,15,2,2,0,2,2,0,1,0
